numeroruc,canal,grupo_propension_cartera,prioridad,experimento,rol_experimento,grupo_gestion_asignado,score_propension
7FEE29E8F416A62315AA35F2CF64D9E0BB07A026CA22D9061486257C99CC5666,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5361661306112179
75B690E635BA70630AF8F54000DB1DAC01B8D185ED0C4B54B85891596BC64073,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5361606753580127
7CCF5929C565B56DE1CB88DE0C38863EF0DC2F21593861D90BC783B85914B75E,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5361575227350032
EE36034756216AC8DEA1987AD9683332C81C7457C67986B05BE22D3A3742BB72,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5361505767847805
2D2C9BEB056F75CE4781117DCE39DC3CA1012804FE2FF7303C878AFA13E51472,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5361480687786634
00FA1B2424C631F4B87D9B72131490DFDB8636900B63B91730ABCEAE3316D26A,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5361330129311882
C572B709F59F7C891C62D314D67D30E30E14CD01030668361F8BC0DDB4E19197,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5361322564557002
4C3D99E67C304B0670AE95691089EEDABD2692A8B7546F212DDE04A05812C861,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.536126958184083
574E3A48C1EB72DDB44F4CEFE38BCAD561F2F2E6B5B60BF89E3D3724559AD8EA,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5361239049719412
A859854080A63252132DC9CAB1949A8853E6929D545D74128DEDAAC979522E90,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5361061770767851
81D02FD76A6E956684F5A02B508CCFD88EBFC318EAE964466DF303D53A30E581,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5360962591889548
2DE1F1EB8BC6F0E28E362554DA6715FCA76C061B16D0BF79375BF46B75A5AE02,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5360443480443574
B10C45270C24CC5409DAE4AEDDCC7941C8947A4A45D233EE69E03D2FE0FB1313,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5360442515439614
D3385E93F8F02BD556D378635899F7F780F71D2448FF3F65357D8BB876753AD4,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5360254950049197
66C39E79758535DF9DE9051BA8F51314ACDF34ABA4885AF359D5087E1FFAB7F2,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.535976758505513
7160732374690C44835968975F797323CE073DBA0C54A1D0EC6F836E7F3990B0,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5359750556997996
568D14377C910935EE04DDFA8F6935509AB7FA158D94E5E1770CF514D545BE7B,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5359750338884769
8478387E6670ED42A6E4EADDCE4A191C57D066F011304DECFD4F8CBEB2DF2F7E,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5359480892709136
7164A6E932BEF9D390080B5E69DCFB76B58DE322027C757528AF4A86A312B51A,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5359360431964376
3612A9CC4999F50CC0DA5F661A59DB8C6E8689E517B393213B9B7CB5444623E8,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5359236353684006
8B1D786DFD1FB37E48A420004632B624FDA745B5D66C53FAFCCBD6D21BE6763D,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5359102745792969
287FB025CE3813B1132E60DA364AFA93E6123B5013F54754707F19219AFCD7CA,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5358957376073109
2EBFB14D6456B9763810E6D88F589E933E201B63684E0031184888D1D81FB64E,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.535894777459582
154B190426042140A09CE7025D1271E9F627340539E213E3746B46F5064EE7A6,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5358820666407661
9D6C784D7BC19549942CE03859B60D7EE37B8F47857B469B78D25580B47DA215,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5358564399160368
0F9739B77F5BB4DFDDDD69592105A59F3E4CFD2864930300836C82473EC5074F,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5358413884434431
CCFEA55CBCABBCCD38D05AC3AA71AC37D2916BA37D13885042C09C086897778A,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5358019890458446
4AF13D389174C786FE3A3017B69AEAADAEC61E9EF5508AECB4FDFB32A77E3B72,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5357794172856148
DF323891AC95BB4F440F0D4D6C203860E18B1417229B6AE4080A934131B3F380,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5357511316395837
FB805EFD6404512A9173BB03191F43248FC144352E027397C41D6C48F67CA0BE,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5357497075683083
A5E2905540A3C4E73195E20DD43F083F5CD407A46A4FCBF675339BEBFE9F2E43,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.53574375386423
FE50F9A8745AD6A03C1D8A9B0DF563EA20D907B69129AEA01A683DBF5A7E9A82,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5357188442252512
79DF6AD62AAAB522196028BD982928B3AE982F961AA72D4B86DB67D094CE16B3,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5356835383094639
FB9B2330EA4E2B5E86E6B6A49479CFE4A1C0E398418E1D26BA0861B4B884DF1D,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5356753538551672
8EFCDD95D6BC0482EF4E364C0B9129D7CB48EAEA4C684A39166F4D58DFB6BF3C,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5356499015449271
B1163A5E9BC1AC5A950D32723B534B912FF416C27ED35AA7A422F351F836ED23,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5356316116086473
77985F37026A6C6123925FBA996A32D39076517196B6B082C1131C175D54BE3A,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.535625597073501
5934322FFFCA4ADF8CE607DEBE9BC8572D85A3F2E589712E4C26BBC9924EB607,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5355827649265066
F1563EB4BB0A7E30784C200BF25623904D08DFA24A5AF09EBED58B45C4699F8E,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5355050279414325
AE46BC541952FBA94A2F1F3202A902709B8807E5F6B693D34379A7204826C366,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5354973785020155
6D12A95A42C9373BBA6DC2A4CE031708AC7291D56ACE63C5260B0A3E057D1DCF,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5354961457073801
8B42C3F1F68CD64C931971BF274FA01561A848D63931818CB041E0CFBD914C84,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5354530708639823
D9C93BA649DF6AB752B9AD4DE6552CE871712951C74C91B0F5A7B6117F0B2109,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5354493684582339
CB43FC060DCE396C56E1C207A4CF62B2D1E10E6CA8C0F9FB39DC78257B606646,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.535399556592692
EF0AB0E2035D4248B5C14E7AB9786CF87CFDDC9C83992F8823A5608A5B9BA278,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5353602752882457
0E44050FA50B4CDC0878CC8BA9333E62200A605BFF37944A003B84091FAA3580,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5353565328531649
FC9755A637679A3C48ABE8FD6F646F24E9C84A0DFFA30BFF6EBA970DDDF7C541,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.535344365594211
A1BC892617E553F3A788FF46B07FD47D8EE16951BE66AB339EE1FB4D2B242227,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5353227994459389
AEBF1A230ED7BA555446A970A41FD010DE9184A47589D93B67F63ED59A7D0866,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5353143354574289
D0C8863FC49150AC83A2686F365302DD173460778C980A0B0A28B114192C941C,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5353095465788055
7515685D6D4934D8E5517E26E965161C89CBC2078E1FABD4FCBF1AB9CD5B2166,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5352994526056544
B2168897BB257168B2E4CF91E186DF96AFEC6E5592459D13A3343863CCF07DC1,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5352706253237993
3D62252C184D25A3E54AB075191D13DFF0071238FDEB24AF43647E0F81B8A270,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5352669769241213
11DA475906E7A7C9C427FF96ADB31E65431A38E666661E947A217CADE53E565F,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5352005033756813
2937631F325150277A5A1E069D3DB3C59E1179D360BD02581F6959FD84B037E3,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5351973606962267
D8A0154629ACF71E65762AD15A2A425775192DCE2B735FBE39B2426E084BAB52,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5351973052434786
75331EC95697B981A571E464D9C317FED7961F0C6146781BC7BB2CD732FB33FA,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5351787501214212
ED806E6A4685CE1D694A5AE2D01C99D2F66F8473285B66DB665EE754986E71B9,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5351659264328957
AA1EA328BBD0C18E2189BAA5E98167CCA338913DE962BB8324F76B8612A87044,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.535153239811086
153D024605D217EA8E417389941DC1B184D5E5F1ED823CA3C0CAD5C53C9C8A25,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5351033113276491
7CFE41C072A60B14A00FA4B2400F9CC7802AC92759C44F42C71088C7BD93AB82,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5350233978387381
4A78365C926BB9AF83D61A0CC37DF424862D1AA44436C1757CD00C343D97ACA8,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5350152502729848
16AFC4C938A97EF5A645FFE8A5C52B67E5E3B1287971BC2CCA4ECDB94CFE9D36,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5350124111731251
89055205922F250874BD3E0D83CAADE39529D237C732054B5F02A10596C14864,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5350079438757903
E0B9652ABEAB31AD4EBD8CCE598DCF4EA5E475318AEAC726F95BC9A8C40CD783,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5350076996525132
DA5ED35347CFF4E369BD25641C2CBB806C7454D05112ED72CD7CCBE6201A9405,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.534989657228881
0D1698ED60F09E368CFB3D2D6C5C29BBED7BFC25F184696EAB9638641533EF75,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5349890774939359
A387CC09A54CDDD8CFB161828521FD81AAB355A285016CF3678885798BD0FAD0,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5349881291877124
A1D9A721C69EF4DDF29F90E62BFF385E37DCBB5DC48BDED5961B0E6DCC88AA4D,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5349750759494059
028F824E38D5AFA258B52778B9F5C2EE4212FC6AB2C639F2CFE0AE66DA677E7F,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.534929642949426
5C5722002926B7B2D20C19F601CAE25DB4B7C8529924B26146340D9C1AF7F5DB,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5349121915249638
7698DD432C5744E75E57B343AFA7DE40BFF8AEE49F1C07CAE338941F12254F63,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5348779472022261
70E2DF5764FC47E497C1D12DF54020B9CC8799902393541266CADA7566037233,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5348678210061442
E8E51205797721AD47499F6C9B0D3C641F2E1C8FA77856BCC09626023619115E,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.534861842021958
705EEAAFF1DADBCD235256550DF5BEF2C8DBE57E53469BA4D4A1C567E0ECE4A7,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5348179325341977
3B814C552B0E42F06FBE0AF8A335A4154C28664CC071212895EE5067A9730452,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5347917164227771
0B15E1C340DC9E0A0E1B0B345A897B37F5887EF9220E86DF74591F575ABB76F4,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5347876357377711
59306B6C0336BB6C2056F7B06E91EC4940A7869C4709F6E9D34C3F9EDFE1C177,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5347767128910675
1E4EF60D745F9CDCC9A3B2FE75C8EE4D4982F73059EF6E3513A74B4486DF92C0,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5347701894178147
C1A52FEB295167C7F29691BB037CAF979FE73ACA9F8A0192B62D71F33040C390,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5347681427722726
455F3997C2F46C7D61B7D0BDF489A08D398E0323121D460EE508B9D89F59B563,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5347641698620348
C198D1443C019B7B84D3CA5E753D5C84314FBC63A31EB3EED34B7C3000583B8B,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5347600367883336
FC3C6C91C8690429A0B9F4F1D1399A97B553534FE89B7A30C68DE61B9AB5CA78,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5347584870694135
B104602C3057FAE20652F94F24259A8AEC55B44A6F4D5D7725F3CA79630F1DB5,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5347506625645878
1F359ED5A3A5F5B9F105BFFFD3ED92317D29A2D7D9142D82EA21E44AE0766EFD,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5347400848522155
B599B98F2925C5C2CF3C126B1989D1ACB3FB30F88DD3CC02A207E889B304B79D,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5347316327154618
E03A32B6E7CC6E5984C9D7D2FA92C1F1214FCC1DAFC284B80D7D299C0ABFD84A,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5347074857677551
BEF07DDD1AFCC5B448C776A4FD29EC0E1113D691B4FC0C718D0E9574095BCDFE,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5347053211628455
ACBB6C8EDA72F328681FB32CF7E90C1E40A1E4EAA0FA2146B37B2CC88E889483,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5347001077496407
F07E46695C38B40FC27ECF54F7169C7529FBAA09737FFBB88C17EA3E706F0770,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5346976679494407
88D1941D7DBEE505B5D6E518ED01F0FEA1861A7DBD0D571476FC4C8D0ACC05A4,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5346783694954137
D79898374438D4FB33B3A4E6CF5652B9C3264B445F0B34488998F9FB86F762D4,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5346462909825589
718B433C4924C720A64D08809091CA6835D6A098D2AF93E746485229B13947B0,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5346203842838763
6981440E76CCD482BE3D65197D2A85581859FA641A42B7F8E3237291894F3463,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.534613722473999
9D4ABE5E24D43DD099DE7D058983D1BC05DE71DF30221889B9707562B3C1B2E0,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5346111028516232
FC2F5A81AF53E23067C8169D0CB6C51F499A943A902866AB48F635ADD8293DDB,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5345896251654694
BE2014CDDD8A510BE50EA207EAE47B059344146535315496BC7AF0CE47B5C076,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5345644765178579
D6129192FC1FA39E61CA9DCDB28C7E0E4EF1BED0BDBE277808AD5BA703F593DA,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5345411413441274
3C79BD7B3D21AAD496A6428EAA008889C2695F080B21D545F579EE67DDD9F217,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5345343942078918
DE5CACD9C4BBFA2436B07E71E8C80B1E051A4C1E6BA72E31C304AE8EFEE167B2,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5345275961621724
C626ECD65B5EADDE91C9C8D32C194C6E4C29A1D57FABBF7AF923036D833DE4EB,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.534476893383621
B7751B7B18C3EB96A5E823B0999C23F316D64734F85B1D268842510D5E447E48,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5344678542255724
8E2AA4D2B037A691A61A1A0922639276CAC535902EF79E2A2B46149E36157A57,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5344638991007958
8E6E84953F03A80BCDB37FDADCA959A0132084129657578E1958DC5A026A3982,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5343580876140617
593E19BC17CD7CB5F94E249A3AA02C5045C1FDBF65156EF3A9620E43C35720A9,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5343538102712673
3D31186E3CF228D5D37F98987E8CACB4BEE3C2EB60038AB063B9C9601633416C,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5343176580177779
0921B45C2DC565B9163B9FE7D2DAB6B56E39DE64F99CF9E2C0B07C2871037D0E,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5343042878070815
19ABBF29685D8BC302F40893CFEFFFBA440A8409B25FC953A0E09F1BBEEC1F65,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.534291361688394
A3BAC245CF9A66F183E95B4E774E7FD0696A6AEF160EF7A7F7D64876BB4F2D25,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5342706618921353
A845796755A69E2FD364840F1C57175E93D227308E9688616C7F00A0964F7E41,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5342688661556562
316D5657EA590CDDA5E387C772B3F911238CD536F61A9B03A1DF0CB8F65183F0,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5342577502861043
D86C4353FFA31B4E81F19500EB2685D5184D2FEFA48711401602FCE94266518C,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5342419148045511
9EF3E22DE7D1EB22BEA7DF44968F29BE4738B3CE639504B6B2818100FC093C22,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5342413503973571
364B8A95E2EAD4BA4AF42D13E321AD99A00951ECD09AE111BDEBB4720384D023,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5342097731872387
5065305264D80B2EDA276FD259E2A81424828553BAE0949CFB5CBA946EE2BC14,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5341540574683474
B7E59AEC2CF34538AFD64714273FA406E79C0D118C3CA755B174F1752F7AF68E,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5341489682306835
F20085CA5D5F97CC64F8538EB19182FAEFAEFA7847CEC1EA8A92C7934491282A,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5341399800293527
BDB1665680408211F3B254D8078ACA23C066E765D12FDF5B752C1F00B7B043DB,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5340609193975647
DD352CCE0DB30DE3A1974F3F060DC50A4238A8F56284C41B4F295393B683FBC8,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5340444247425994
48C2693A42179752D5C0545505000F695F03B711616BFB64D7E3AE5C32D8503C,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5340197619498664
8D0D0B472EDFAA489DBC302D84760F474E5D3238D07DDE5EB85C9FFBC0A5CC95,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5340137386656748
DBCB4825DF32847D8E80C92CC4CA545A121F02452B863E7F677ECE595DD8E1B5,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5340038323897657
4724D52A9F38BF75164D4C39FD6D28ACAB9EC775A5E69129F4599D72141B9C7B,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5339876652135235
BAFA336C94026A5364BD00C04FF7B7E42FDC27709A84C7B4E919EB1E0EA2C1E5,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5339609345966004
12E0DCFB83D6172E4C17338793268B7907FF84B59397A42BDF67DF5E60277EB7,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5339339107742133
DAD0A0A8E72D923BA8972094E761F7E0EDB7EC045A5CB912668048C713FC41E0,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5339008305048613
9825EABC2230C4D7423E9DC01254BC308561DED76F81FEE062A2D94745C868C4,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5338829538787683
ADB39B903E7A6A8D7323744EBFB83BF0BF0ACB1D6A9E1FED2095CAF7251C8BD2,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5338447761484608
901A1C86266F99FB850C43CD9921A6CBA100D03078726059E5022E35E149A750,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5338423528405661
3CD77B9918DFEF2D931DA228DB754FD6EFE4895DA471A2800471B28D4000506E,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5338167578436167
ED99AC3E46A94BDD307FBA959B8B8DACC3250AC22608FC16F10BC37D865D030F,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5337541147498369
88D5BCD93B8CBE81ED00122CDB8BEEB0A13D3FE2A7593A79807BED0CC2EE1990,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5337301423806811
4EFBFAC9A05D302004C133D24D4BDEFA36BF2B4A9FE12BE1E9FEBEEDA8B46C1B,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.533709549118949
2E4F348B35EEC6CF5DCC46BBF45DA75F6AB2C91E10AE3F048E80A4C457BE7B85,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5336938622026173
455327B2D8C4A4B509E107A085C71112F664237EECAA55A9CA02B528A807903D,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5336596491421525
EC1024990B8A2D2CB0248B16BFB2F7F8DB3C8F9500C4ABBBA90754547816BE79,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5336532524486675
48559D1D64D64DB7FB2730C86AC0865B6D189BAD98E61D400AEF888B26C992E4,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5336453339095822
BE9C5FB31F90E74A5EDD84B4E46FFDA15A6C29A90828AD25721D5C6ED026A24C,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5336167591516937
18F2649FB75B0757A5E76FF9A7DDB37F391B13BB0181E2305762C4BE934140D8,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5336082158148019
DC18C3B598A1DD0F72781672D8AD61C610F07898A440D5A0C2DBA10B257736E9,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5336022411575293
481C21EEDF80DC7CAF4662AE174F7E110F042CA578B124BAC0CA2796869AA258,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5335561726319281
14F662E20631378672CF6CA26C2CC7CF7F01757B45DCCE62A5455D777781F1E3,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5335151655769944
581F99012CC452AB4A7E83991386CB023177DF56CAA8B062870B310B48ADE550,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,CONTROL,P2,0.5334929116150146
53ADA3273BBE5AE7E2BA5912C9CA5B2F5EC1C59027F5BFAB90A0CBD84B5EF571,TIENDAS,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5334433733489067
F7573BFB739430C02ED3750E57D97F7339897909C02746381DF665FBD6D363D0,VIRTUAL,1. MUY ALTO,P1,EXP_P1_vs_P2,PILOTO,P1,0.5334368010882737
